image no,Energy(x1),Contrast(x2),Correlation(X3),Variance(x4),Inverse difference moment(x5),Sum average(x6),Sum variance(x7),Sum entropy(x8),Entropy (x9),Difference Variance(x10),Difference Entropy(x11),Information measure of correlation-1(x12),Information measure of correlation-2 (x13),Maximal Correlation Coefficient (X14),Label
12517,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12518,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12519,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12520,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12521,0.966050299,0.002250524,0.929015041,0.60277927,0.998874738,2.032223416,3.818797282,0.093760281,0.137518017,0.25,0.015968518,-0.844515229,0.615442511,0.929015041,1
12522,0.969983127,0.002815315,0.896531836,0.596987613,0.998592342,2.02759009,3.821321499,0.086013966,0.126907237,0.25,0.019344797,-0.791514514,0.585652237,0.896531836,1
12523,0.958062352,0.002649709,0.932568745,0.612623653,0.998675146,2.040098922,3.796009927,0.111350698,0.163294808,0.25,0.018367726,-0.847749615,0.657801792,0.932568745,1
12524,0.961153808,0.002873563,0.920136396,0.60831574,0.998563218,2.036652592,3.799171169,0.105310323,0.154804244,0.25,0.019686104,-0.826681846,0.640365781,0.920136396,1
12525,0.972027747,0.00199925,0.923037675,0.595404328,0.999000375,2.026323462,3.83768652,0.080113871,0.117579135,0.25,0.014422557,-0.836896459,0.576713515,0.923037675,1
12526,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12527,0.978206016,0.001635992,0.918852303,0.587960123,0.999182004,2.020368098,3.861435297,0.065182697,0.095674746,0.25,0.012130368,-0.833388592,0.528836579,0.918852303,1
12528,0.978379973,0.00116144,0.943233439,0.588342044,0.99941928,2.020673635,3.868814481,0.063876239,0.093315373,0.25,0.009009888,-0.875960054,0.531567388,0.943233439,1
12529,0.97850214,0.001151316,0.943418363,0.588199013,0.999424342,2.020559211,3.869363457,0.063566867,0.09285892,0.25,0.008941434,-0.876359029,0.530548675,0.943418363,1
12530,0.981426398,0.001070325,0.938854009,0.584575458,0.999464837,2.017660366,3.880509287,0.056392723,0.082427827,0.25,0.008390555,-0.869832989,0.503025735,0.938854009,1
12531,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12532,0.962753026,0.002752753,0.920214225,0.606398065,0.998623624,2.035118452,3.804288268,0.10171797,0.149500764,0.25,0.018976861,-0.827516159,0.632078326,0.920214225,1
12533,0.971986226,0.001611171,0.938982819,0.595954171,0.999194415,2.026763337,3.843112946,0.07947966,0.116276082,0.25,0.01197098,-0.86513466,0.57986064,0.938982819,1
12534,0.965871666,0.001885091,0.941541747,0.603480248,0.999057454,2.032784198,3.823674059,0.093437515,0.13668693,0.25,0.01370996,-0.867295561,0.618773241,0.941541747,1
12535,0.974248467,0.002144608,0.909171139,0.592371324,0.998927696,2.023897059,3.842158803,0.075287205,0.110761085,0.25,0.01532049,-0.814758437,0.558467622,0.909171139,1
12536,0.990387102,0.000911993,0.895194176,0.573424913,0.999544004,2.00873993,3.920458382,0.03289406,0.048368091,0.25,0.007295415,-0.806999512,0.386918381,0.895194176,1
12537,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12538,0.972473581,0.001573069,0.939394372,0.595377143,0.999213465,2.026301715,3.845013133,0.078309273,0.114549469,0.25,0.011725562,-0.866106473,0.576556707,0.939394372,1
12539,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12540,0.969728548,0.001615628,0.943624711,0.598851619,0.999192186,2.029081295,3.83709263,0.084501292,0.123525223,0.25,0.011999627,-0.872710048,0.595712465,0.943624711,1
12541,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12542,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12543,0.977197277,0.001336793,0.937730068,0.58962904,0.999331603,2.021703232,3.862423582,0.067010176,0.098012042,0.25,0.010182104,-0.865435675,0.540526343,0.937730068,1
12544,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12545,0.981136595,0.002164502,0.870416936,0.583556842,0.998917749,2.016845473,3.865130581,0.058813833,0.087014927,0.25,0.015442601,-0.759505799,0.494626737,0.870416936,1
12546,0.969162028,0.002037382,0.92926923,0.599039995,0.998981309,2.029231996,3.82948727,0.086575266,0.126939088,0.25,0.014659104,-0.846377389,0.596702806,0.92926923,1
12547,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12548,0.9706873,0.001508592,0.945746542,0.597755149,0.999245704,2.028204119,3.841189902,0.08216051,0.120041153,0.25,0.011308143,-0.877066407,0.589853174,0.945746542,1
12549,0.978780798,0.002211607,0.883676107,0.586495931,0.998894197,2.019196745,3.856004272,0.064665879,0.095504749,0.25,0.015731001,-0.777440468,0.518040448,0.883676107,1
12550,0.993948794,0.000693271,0.870620173,0.569216062,0.999653365,2.00537285,3.942819233,0.0222451,0.032786167,0.25,0.005735946,-0.777220042,0.318904443,0.870620173,1
12551,0.953491284,0.002344791,0.946913709,0.618988143,0.998827605,2.045190514,3.792289546,0.120016369,0.175491811,0.25,0.016541059,-0.873421442,0.680968995,0.946913709,1
12552,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12553,0.953310538,0.002990948,0.931568924,0.61838351,0.998504526,2.044706808,3.782507154,0.121666719,0.178518921,0.25,0.020370356,-0.844221958,0.678887015,0.931568924,1
12554,0.986649355,0.001172208,0.903758109,0.577818627,0.999413896,2.012254902,3.899607715,0.04339221,0.063773934,0.25,0.009082596,-0.815771263,0.440215708,0.903758109,1
12555,0.996177574,0.000445157,0.868198097,0.566728989,0.999777422,2.003383191,3.960254724,0.014930288,0.02198501,0.25,0.003880369,-0.779531782,0.263665836,0.868198097,1
12556,0.980570962,0.001710398,0.903484912,0.584851798,0.999144801,2.017881438,3.868605855,0.05959823,0.08769247,0.25,0.012605933,-0.809916935,0.505250246,0.903484912,1
12557,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12558,0.975558316,0.001110429,0.952408449,0.592014041,0.999444785,2.023611233,3.860889913,0.070322886,0.102564908,0.25,0.008664072,-0.891653381,0.556212611,0.952408449,1
12559,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12560,0.992879305,0.000591104,0.909477913,0.570689252,0.999704448,2.006551401,3.937862564,0.025290746,0.037077937,0.25,0.004984911,-0.832399062,0.345378435,0.909477913,1
12561,0.995120402,0.00061114,0.856836632,0.567847477,0.99969443,2.004277981,3.951171003,0.018517552,0.027326321,0.25,0.005133504,-0.760879938,0.290574024,0.856836632,1
12562,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12563,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12564,0.983288482,0.001258088,0.918596788,0.581970405,0.999370956,2.015576324,3.884714825,0.052144918,0.076487302,0.25,0.00965901,-0.836593576,0.480874695,0.918596788,1
12565,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12566,0.985511625,0.001332834,0.89870021,0.579056291,0.999333583,2.013245033,3.892669059,0.04660138,0.068564414,0.25,0.0101559,-0.806724977,0.453140318,0.89870021,1
12567,0.974885723,0.001800092,0.922800549,0.591994758,0.999099954,2.023595806,3.848711222,0.073242899,0.107467259,0.25,0.013174907,-0.838058475,0.556090231,0.922800549,1
12568,0.987015279,0.00104297,0.912669807,0.577518773,0.999478515,2.012015019,3.902911016,0.042226119,0.061962383,0.25,0.00820313,-0.830245886,0.436966388,0.912669807,1
12569,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12570,0.991366871,0.001082879,0.856599358,0.57197519,0.999458561,2.007580152,3.92354094,0.03032929,0.044838795,0.25,0.008476333,-0.752511199,0.365944879,0.856599358,1
12571,0.972913316,0.001752352,0.930839341,0.594583494,0.999123824,2.025666796,3.843634743,0.077664668,0.113798783,0.25,0.012872634,-0.850979655,0.57192703,0.930839341,1
12572,0.976197168,0.001237624,0.945157176,0.591034103,0.999381188,2.022827283,3.860822931,0.069131535,0.100973347,0.25,0.009522207,-0.87839058,0.549904154,0.945157176,1
12573,0.972317906,0.002514537,0.900113244,0.594373723,0.998742731,2.025498978,3.831692136,0.080284616,0.118340755,0.25,0.017562554,-0.798738308,0.570686381,0.900113244,1
12574,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12575,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12576,0.970506734,0.002183657,0.920054664,0.597122457,0.998908171,2.027697966,3.830990881,0.083849776,0.123153313,0.25,0.015560001,-0.830958456,0.586396366,0.920054664,1
12577,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12578,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12579,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12580,0.965087229,0.00198939,0.939582426,0.60436008,0.999005305,2.033488064,3.820325308,0.095329138,0.139520265,0.25,0.01436127,-0.863345788,0.622878178,0.939582426,1
12581,0.97854497,0.001838611,0.90628799,0.587270174,0.999080695,2.019816139,3.859870075,0.064702565,0.09518468,0.25,0.01341786,-0.812908126,0.523815364,0.90628799,1
12582,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12583,0.980142676,0.001123596,0.940026898,0.586142322,0.999438202,2.018913858,3.875241503,0.059604,0.087113991,0.25,0.00875355,-0.871156939,0.515351632,0.940026898,1
12584,0.976692675,0.001381316,0.937006517,0.590217194,0.999309342,2.022173755,3.860191441,0.068275876,0.099882583,0.25,0.010475938,-0.863876996,0.544501183,0.937006517,1
12585,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12586,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12587,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12588,0.968109754,0.001758783,0.941635679,0.600753529,0.999120609,2.030602823,3.830894016,0.088340306,0.129206904,0.25,0.01291343,-0.86835273,0.605501517,0.941635679,1
12589,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12590,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12591,0.967830936,0.001858586,0.938688724,0.600984848,0.999070707,2.030787879,3.828731255,0.089148886,0.130473242,0.25,0.013543533,-0.8627944,0.606661234,0.938688724,1
12592,0.992988936,0.000878845,0.856702079,0.570189893,0.999560578,2.006151915,3.934963176,0.025350047,0.037451233,0.25,0.007062804,-0.755728668,0.336794384,0.856702079,1
12593,0.98229854,0.000811238,0.951971849,0.583794992,0.999594381,2.017035993,3.887607068,0.053713161,0.078302949,0.25,0.006584447,-0.894024773,0.496619206,0.951971849,1
12594,0.975729386,0.001682679,0.925514732,0.591064837,0.99915866,2.02285187,3.852904021,0.071082117,0.104232497,0.25,0.012429154,-0.843204663,0.550104825,0.925514732,1
12595,0.974812893,0.002055498,0.911155201,0.591762304,0.998972251,2.023409844,3.845039847,0.073839717,0.108583692,0.25,0.01477124,-0.818392193,0.554609501,0.911155201,1
12596,0.957765605,0.002098951,0.947709059,0.613724388,0.998950525,2.04097951,3.803576779,0.110851009,0.162023152,0.25,0.015039542,-0.876256524,0.662016455,0.947709059,1
12597,0.995330358,0.000584795,0.85684986,0.567616959,0.999707602,2.004093567,3.952858333,0.0178225,0.026297228,0.25,0.004937986,-0.761469423,0.285348553,0.85684986,1
12598,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12599,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12600,0.955565487,0.00260661,0.93769262,0.615935512,0.998696695,2.04274841,3.791982046,0.116373768,0.170498468,0.25,0.018111772,-0.856392793,0.670211406,0.93769262,1
12601,0.958600001,0.003297362,0.913485738,0.611086131,0.998351319,2.038868905,3.788190428,0.111367732,0.163967037,0.25,0.022135132,-0.814009751,0.651756075,0.913485738,1
12602,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12603,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12604,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12605,0.926172547,0.006117021,0.909708997,0.650265957,0.996941489,2.070212766,3.706574453,0.178865158,0.264164897,0.25,0.037274774,-0.79589286,0.76432848,0.909708997,1
12606,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12607,0.981544174,0.001364943,0.920144928,0.584051724,0.999317529,2.017241379,3.876725221,0.056653542,0.083098726,0.25,0.010368049,-0.83784165,0.498747202,0.920144928,1
12608,0.995107829,0.000544662,0.874727074,0.567946623,0.999727669,2.004357298,3.9518605,0.018479772,0.027205337,0.25,0.004637839,-0.785697181,0.292776519,0.874727074,1
12609,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12610,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12611,0.972461007,0.002039776,0.920019396,0.594796447,0.998980112,2.025837158,3.838347247,0.079204099,0.116307137,0.25,0.014673931,-0.831942289,0.573179169,0.920019396,1
12612,0.942342244,0.002530803,0.95409671,0.633429071,0.998734599,2.056743257,3.773500071,0.142124716,0.207573425,0.25,0.017659819,-0.884965464,0.724632578,0.95409671,1
12613,0.996241399,0.000332171,0.903059436,0.566790539,0.999833915,2.003432431,3.962096242,0.014569607,0.02135167,0.25,0.002992757,-0.829401154,0.265258022,0.903059436,1
12614,0.958777181,0.003068475,0.919597138,0.611151486,0.998465762,2.038921189,3.791606887,0.110619386,0.162658514,0.25,0.020819724,-0.824731332,0.652016931,0.919597138,1
12615,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12616,0.974478106,0.001613588,0.932516656,0.592754777,0.999193206,2.024203822,3.850128768,0.073839615,0.108141635,0.25,0.011986519,-0.854744589,0.56086187,0.932516656,1
12617,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12618,0.983136054,0.001727116,0.885922257,0.581570236,0.999136442,2.015256189,3.878066934,0.053238242,0.078533663,0.25,0.012712329,-0.784731332,0.477266336,0.885922257,1
12619,0.974638149,0.000978361,0.959877666,0.593361533,0.99951082,2.024689227,3.860359119,0.072109245,0.105010011,0.25,0.007757563,-0.905731555,0.564596822,0.959877666,1
12620,0.982725268,0.000888781,0.945762176,0.583154062,0.999555609,2.01652325,3.887948376,0.052837003,0.077116463,0.25,0.00713266,-0.882933162,0.49121546,0.945762176,1
12621,0.966834221,0.001559454,0.950663855,0.602655945,0.999220273,2.032124756,3.830880516,0.09067621,0.132377573,0.25,0.011637644,-0.884964647,0.614850875,0.950663855,1
12622,0.985248673,0.001854883,0.856209355,0.578730224,0.999072559,2.012984179,3.885316375,0.047946905,0.071027644,0.25,0.013520251,-0.743191843,0.449808354,0.856209355,1
12623,0.966044381,0.001820446,0.943356185,0.60334028,0.999089777,2.032672224,3.825042216,0.092933662,0.13589538,0.25,0.013303391,-0.870758916,0.618112506,0.943356185,1
12624,0.991834218,0.001024066,0.856628983,0.571460573,0.999487967,2.007168459,3.926762957,0.028911273,0.042734216,0.25,0.008073182,-0.753391639,0.357960544,0.856628983,1
12625,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12626,0.996799035,0.0003663,0.870784331,0.566048535,0.99981685,2.002838828,3.965649088,0.012777072,0.018799719,0.25,0.003264423,-0.785130118,0.244993686,0.870784331,1
12627,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12628,0.994471824,0.000692551,0.85679574,0.568559819,0.999653725,2.004847855,3.946070739,0.020637412,0.030466043,0.25,0.005730707,-0.759166748,0.305847821,0.85679574,1
12629,0.991122792,0.00085883,0.892902183,0.572564412,0.999570585,2.00805153,3.924907881,0.030748195,0.045219098,0.25,0.006921748,-0.804591827,0.374724198,0.892902183,1
12630,0.9617395,0.001685034,0.953933527,0.609091177,0.999157483,2.037272942,3.81776476,0.101738602,0.148462809,0.25,0.012444186,-0.889704812,0.643621047,0.953933527,1
12631,0.967516755,0.001805778,0.941142904,0.601457999,0.999097111,2.031166399,3.82874903,0.089725348,0.131252093,0.25,0.013210823,-0.867199462,0.60901328,0.941142904,1
12632,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12633,0.996892487,0.000388921,0.856948131,0.565903061,0.999805539,2.002722449,3.966081324,0.012488101,0.018405443,0.25,0.003442708,-0.76660195,0.240714892,0.856948131,1
12634,0.982603975,0.002021563,0.868546542,0.581873315,0.998989218,2.015498652,3.872465788,0.054955295,0.081305295,0.25,0.014561063,-0.758177125,0.480004627,0.868546542,1
12635,0.987105144,0.001481481,0.870222724,0.576851852,0.999259259,2.011481481,3.897830383,0.042603444,0.062945259,0.25,0.01113181,-0.765671198,0.429561484,0.870222724,1
12636,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12637,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12638,0.971538632,0.001308626,0.951808036,0.596916876,0.999345687,2.027533501,3.846525431,0.079836104,0.116487778,0.25,0.009995449,-0.888890242,0.585260832,0.951808036,1
12639,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12640,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12641,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12642,0.990140986,0.000758574,0.916649539,0.573928514,0.999620713,2.009142812,3.92124801,0.033338026,0.048855178,0.25,0.006207934,-0.839937203,0.393741558,0.916649539,1
12643,0.980292236,0.001036269,0.944503113,0.586062793,0.999481865,2.018850234,3.877070251,0.059064179,0.086247868,0.25,0.008157109,-0.879278978,0.514742345,0.944503113,1
12644,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12645,0.971135307,0.001494063,0.945418092,0.597197649,0.999252968,2.027758119,3.842587335,0.081136514,0.118549309,0.25,0.011213703,-0.876635513,0.586810168,0.945418092,1
12646,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12647,0.993955064,0.000692551,0.870620535,0.569209085,0.999653725,2.005367268,3.942865859,0.022225145,0.032756658,0.25,0.005730707,-0.777234114,0.31877019,0.870620535,1
12648,0.987946952,0.000691563,0.9391335,0.576784068,0.999654219,2.011427254,3.91197816,0.039132703,0.057148119,0.25,0.00572352,-0.874900135,0.428794615,0.9391335,1
12649,0.979079964,0.001184308,0.939995943,0.587419812,0.999407846,2.01993585,3.870761015,0.062266046,0.091015224,0.25,0.00916418,-0.870504535,0.524914188,0.939995943,1
12650,0.975619698,0.001294379,0.943936191,0.591700567,0.999352811,2.023360454,3.858221583,0.070582749,0.10312376,0.25,0.009900802,-0.875873426,0.554214523,0.943936191,1
12651,0.993446025,0.000821397,0.856730974,0.569687227,0.999589301,2.005749782,3.938312317,0.023915477,0.035324138,0.25,0.006656681,-0.756728548,0.327763333,0.856730974,1
12652,0.994874922,0.000540624,0.882082007,0.56824413,0.999729688,2.004595304,3.950410431,0.019203262,0.028245074,0.25,0.004607477,-0.795588809,0.299232513,0.882082007,1
12653,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12654,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12655,0.99257069,0.000745236,0.888515017,0.570883903,0.999627382,2.006707122,3.934153203,0.026421997,0.038864119,0.25,0.006112005,-0.800365009,0.34862786,0.888515017,1
12656,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12657,0.991649776,0.000911993,0.87740489,0.571833675,0.999544004,2.00746694,3.927055572,0.029313903,0.043203015,0.25,0.007295415,-0.782589293,0.363779874,0.87740489,1
12658,0.967315712,0.002555168,0.915211101,0.600754936,0.998722416,2.030603949,3.817699651,0.091536254,0.134614069,0.25,0.017805329,-0.821029479,0.605508594,0.915211101,1
12659,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12660,0.955859965,0.00298829,0.92739939,0.615055683,0.998505855,2.042044546,3.787082439,0.116492838,0.17105193,0.25,0.020354912,-0.837508133,0.666992807,0.92739939,1
12661,0.977752431,0.001379854,0.933882159,0.58886507,0.999310073,2.021092056,3.863558134,0.065791887,0.096297483,0.25,0.010466314,-0.858921088,0.535252673,0.933882159,1
12662,0.974844544,0.001298406,0.945579421,0.592687944,0.999350797,2.024150355,3.855871406,0.072368518,0.105704108,0.25,0.009927573,-0.878541834,0.560446482,0.945579421,1
12663,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12664,0.981119265,0.001719163,0.899842132,0.584143028,0.999140419,2.017314423,3.870486086,0.058264604,0.085777218,0.25,0.012661732,-0.804560114,0.499499084,0.899842132,1
12665,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12666,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12667,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12668,0.978021484,0.00129199,0.937549428,0.588633427,0.999354005,2.020906742,3.865707638,0.064986693,0.09504797,0.25,0.009884917,-0.865558546,0.533628156,0.937549428,1
12669,0.982390891,0.000890076,0.946765254,0.583577486,0.999554962,2.016861989,3.886706397,0.053661331,0.078307012,0.25,0.007141752,-0.884550025,0.49480017,0.946765254,1
12670,0.993341597,0.000660357,0.889912728,0.570020728,0.999669822,2.006016582,3.939607382,0.02403001,0.035328333,0.25,0.005495752,-0.803787237,0.333800801,0.889912728,1
12671,0.981230896,0.001113473,0.93693826,0.58476946,0.999443263,2.017815568,3.879176997,0.056954347,0.083281228,0.25,0.008684772,-0.866339212,0.50458978,0.93693826,1
12672,0.976937872,0.001154449,0.947307129,0.590193027,0.999422776,2.022154421,3.864365535,0.067237042,0.098156996,0.25,0.008962626,-0.882708801,0.544339279,0.947307129,1
12673,0.973306428,0.001264422,0.950279784,0.594703256,0.999367789,2.025762605,3.852014896,0.075783676,0.110597156,0.25,0.00970129,-0.886678735,0.572632117,0.950279784,1
12674,0.979630515,0.001493193,0.920905206,0.586325209,0.999253404,2.019060167,3.86819435,0.06152843,0.090259954,0.25,0.011208042,-0.837778042,0.516746391,0.920905206,1
12675,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12676,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12677,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12678,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12679,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12680,0.98351706,0.001448307,0.903682084,0.581439394,0.999275847,2.015151515,3.883072434,0.051876884,0.07629083,0.25,0.010915359,-0.812679569,0.476073623,0.903682084,1
12681,0.983992876,0.000783875,0.948510142,0.581676932,0.999608063,2.015341545,3.894322854,0.049467948,0.072151038,0.25,0.006389259,-0.888651169,0.478234195,0.948510142,1
12682,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12683,0.96797924,0.001762503,0.941757325,0.600917052,0.999118749,2.030733642,3.83051884,0.088632044,0.129631513,0.25,0.012937015,-0.868526161,0.606322012,0.941757325,1
12684,0.980860808,0.001096942,0.939205526,0.585261552,0.999451529,2.018209242,3.878119904,0.05781899,0.084512112,0.25,0.008572253,-0.870115513,0.508507978,0.939205526,1
12685,0.974735013,0.001602564,0.93228123,0.592439796,0.999198718,2.023951836,3.851044681,0.073229595,0.107250538,0.25,0.011915623,-0.854462389,0.55889711,0.93228123,1
12686,0.980076832,0.001288577,0.930856443,0.586016526,0.999355712,2.018813221,3.872602575,0.060084386,0.087972023,0.25,0.009862216,-0.85502548,0.514387108,0.930856443,1
12687,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12688,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12689,0.987858613,0.0010806,0.902313821,0.57640478,0.9994597,2.011123824,3.906180266,0.040048747,0.058858729,0.25,0.008460772,-0.814804933,0.424453048,0.902313821,1
12690,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12691,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12692,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12693,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12694,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12695,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
